Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Saint Laurent Classic Monogram Envelope Satchel Matelasse Chevron Leather Large,Saint Laurent,1885.0,Very Good,2590.0,285.0,Blue,Leather,Black,Fabric,['No accessories'],0.0
Louis Vuitton Beach Pouch Limited Edition Jungle Monogram Giant,,,,,,,,,,,
Louis Vuitton Keepall Bag Monogram Canvas 55,,,,,,,,,,,
Chanel Logo Strap Vanity Case Quilted Patent Small,,,,,,,,,,,
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,Louis Vuitton,3660.0,Excellent,4250.0,220.5,"Brown, Neutral, Multicolor",Shearling,Neutral,Microfiber,"['Mirror', 'Dust bag']",2.0
Hermes Sac Luco Bag Canvas with Leather,Hermes,855.0,Great,1000.0,522.5,Neutral,Canvas (Plain),Neutral,Canvas Interior,['No accessories'],0.0
Chanel Coco Rain Camera Bag Quilted Rubberized Calfskin Medium,,,,,,,,,,,
Saint Laurent Emmanuelle Bucket Bag Studded Leather Medium,,,,,,,,,,,
Chanel Camellia Logo Wristlet Clutch Printed Coated Canvas Large,Chanel,1410.0,Excellent,,64.125,"Black, White, Multicolor",Canvas Coated,Black,Fabric,"['Box', 'Authenticity card']",2.0
Louis Vuitton Double Zip Pochette Limited Edition Escale Monogram Giant,Louis Vuitton,1625.0,Pristine,,44.0,Blue,Canvas Coated,Blue,Microfiber,"['Box', 'Detachable Strap']",2.0
Fendi Vintage Flap Crossbody Bag Zucchino Canvas Small,Fendi,550.0,Great,,171.0,Brown,Canvas Plain,Brown,Fabric,['No accessories'],0.0
Valentino Rockstud Spike Wallet on Chain Quilted Leather Small,Valentino,955.0,Very Good,1645.0,74.25,Gold,Leather,"Black, Red",Leather,"['Dust bag', 'Detachable Strap']",2.0
Saint Laurent Lou Belt Bag Leather,Saint Laurent,710.0,Very Good,850.0,48.0,Neutral,Leather,Black,Fabric,"['Tassel', 'Detachable Strap']",2.0
Balenciaga Papier Triple Zip Around Crossbody Bag Leather XS,Balenciaga,725.0,Great,1335.0,102.0,Black,Leather,Black,Suede,"['Mirror', 'Dust bag', 'Detachable Strap']",3.0
Prada Light Frame Shoulder Bag Saffiano Leather with Applique Small,Prada,1005.0,Great,2390.0,178.5,"Blue, Orange, Print",Leather,Blue,Leather,['No accessories'],0.0
Louis Vuitton Speedy Bandouliere NM Handbag Monogram Empreinte Leather 30,Louis Vuitton,2075.0,Excellent,2900.0,528.0,Pink,Leather,Pink,Fabric,"['Clochette', 'Keys', 'Lock', 'Detachable Strap']",4.0
Gucci Vintage Convertible Bamboo Top Handle Bag Leather Medium,,,,,,,,,,,
Chanel No. 5 Shopping Tote Tweed Large,Chanel,1555.0,Excellent,2000.0,104.0,Red,Tweed,Black,Nylon,"['Dust bag', 'Authenticity card']",2.0
Chanel Vintage CC Lock Flap Tote Caviar Medium,Chanel,1875.0,Great,,520.0,Black,Leather,Black,Fabric,['No accessories'],0.0
Louis Vuitton Mazarine Handbag Monogram Empreinte Leather PM,Louis Vuitton,1990.0,Excellent,2500.0,400.0,Brown,Leather,Brown,Fabric,['Detachable Strap'],1.0
Chanel Wallet On Chain Clutch Quilted Lambskin East West,,,,,,,,,,,
Gucci Zip Pouch GG Coated Canvas Small,Gucci,510.0,Great,590.0,346.5,Brown,Canvas Coated,Brown,Nylon,['No accessories'],0.0
Louis Vuitton NeoNoe Handbag Epi Leather,Louis Vuitton,1390.0,Excellent,,650.0,"Blue, Red, Multicolor",Leather,Blue,Microfiber,"['Extra Strap', 'Detachable Strap']",2.0
Chloe Aby Lock Bag Lizard Embossed Leather Small,Chloe,980.0,Excellent,1690.0,97.5,"Brown, Multicolor",Leather,Neutral,Fabric,['Dust bag'],1.0
Chanel Bicolor Boy O Case Clutch Metallic Goatskin and Calfskin Large,Chanel,1000.0,Great,1300.0,123.5,"Black, Blue, Multicolor",Leather,Black,Nylon,"['Authenticity card', 'Dust bag']",2.0
Chanel Express Zip Around CC Flap Bag Quilted Calfskin Small,Chanel,3505.0,Great,4100.0,144.0,Red,Leather,Blue,Fabric,"['Charms missing', 'Authenticity card', 'Dust bag']",3.0
Burberry Canterbury Tote Grainy Leather Small,Burberry,550.0,Great,1250.0,715.0,Red,Leather,"Neutral, Multi Color",Fabric,['No accessories'],0.0
Saint Laurent Niki Chain Flap Bag Matelasse Chevron Leather Medium,Saint Laurent,1645.0,Very Good,2290.0,346.5,White,Leather,Black,Fabric,['No accessories'],0.0
Bvlgari Serpenti Minaudiere Metal with Enamel,Bvlgari,1215.0,Fair,5700.0,47.25,Black,Metal,Green,Leather,['No Accessories'],1.0
Chanel Trendy CC Top Handle Bag Chevron Lambskin Medium,,,,,,,,,,,
Saint Laurent Classic Monogram Crossbody Bag Grainy Leather Medium,Saint Laurent,1545.0,Very Good,1990.0,114.0,Pink,Grainy Leather,Black,Fabric,['No accessories'],0.0
Fendi By The Way Satchel Ombre Leather Small,,,,,,,,,,,
Louis Vuitton Lockit Handbag Monogram Vernis PM,,,,,,,,,,,
Louis Vuitton Keepall Bandouliere Bag Limited Edition Monogram Prism PVC 50,Louis Vuitton,4620.0,Very Good,,2645.0,"Clear, Multicolor",Pvc,"Clear, Multicolor",Pvc,"['Keys', 'Lock', 'Luggage Tag', 'Poignet', 'Dust bag', 'Detachable Strap']",6.0
Louis Vuitton Eden Handbag Monogram Canvas MM,Louis Vuitton,2035.0,Very Good,3000.0,352.0,Brown,"Canvas (Coated), Leather",Brown,Microfiber,"['Keys', 'Detachable Strap']",2.0
Chanel Camellia No.5 Flap Bag Canvas,Chanel,770.0,Good,995.0,90.0,Neutral,Canvas (Plain),Black,Fabric,"['Dust bag', 'Authenticity card']",2.0
Saint Laurent Lou Camera Bag Matelasse Chevron Leather Small,Saint Laurent,1500.0,Great,,146.25,Neutral,Leather,Black,Fabric,['Tassel'],1.0
Louis Vuitton Twin Handbag Monogram Canvas GM,Louis Vuitton,720.0,Very Good,,50.0,Brown,Canvas (Coated),Neutral,Microfiber,"['No Accessories', 'Detachable Strap']",2.0
Gucci Soho Convertible Hobo Leather Large,Gucci,2100.0,Excellent,,965.25,Neutral,Leather,Neutral,Fabric,['Detachable Strap'],1.0
Chanel Up In The Air Flap Bag Perforated Leather Medium,,,,,,,,,,,
Gucci GG Marmont Flap Bag Matelasse Leather Small,Gucci,2270.0,Very Good,,180.0,Neutral,Leather,Neutral,Microfiber,['Box'],1.0
Hermes Kelly Handbag Rouge H Courchevel with Gold Hardware 32,Hermes,10345.0,Good,,450.0,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock missing', 'Detachable Strap']",4.0
Chanel Vintage Classic Double Flap Bag Quilted Caviar Medium,,,,,,,,,,,
Saint Laurent Bellechasse Satchel Crocodile Embossed Leather Medium,Saint Laurent,1305.0,Great,2715.0,189.0,Gray,Leather,Gray,Suede,"['Dust bag', 'Detachable Strap']",2.0
Chanel Coco Luxe Flap Bag Quilted Lambskin Small,Chanel,4820.0,Fair,,189.0,Yellow,Leather,Neutral,Leather,['Authenticity card'],1.0
Saint Laurent Classic Y Cabas Leather Small,Saint Laurent,745.0,Very Good,2650.0,576.0,Blue,Leather,Blue,"Leather, Suede","['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Chanel Wallet on Chain Camellia Lambskin,,,,,,,,,,,
Christian Dior My ABCDior Lady Dior Bag Cannage Quilt Lambskin,Christian Dior,4960.0,Great,,168.0,Black,Leather,Red,Fabric,"['Pins', 'Dust bag', 'Detachable Strap']",3.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant GM,Louis Vuitton,3385.0,Excellent,,1152.0,Brown,Canvas (Coated),Red,Fabric,['Dust bag'],1.0
Louis Vuitton Pallas Clutch Monogram Canvas,,,,,,,,,,,
Prada Logo Convertible Zip Tote Canvas with Leather Medium,,,,,,,,,,,
Fendi Kan I Bag Leather Medium,Fendi,1260.0,Great,2350.0,300.0,Pink,Leather,Neutral,Microfiber,"['Extra Strap', 'Dust bag', 'Detachable Strap']",3.0
Saint Laurent Monogram Cabas Leather Baby,Saint Laurent,1830.0,Excellent,1990.0,360.0,Gray,Leather,Gray,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']",3.0
Balenciaga Navy Cabas Canvas with Leather Small,,,,,,,,,,,
Louis Vuitton Noe Handbag Monogram Canvas Nano,Louis Vuitton,1755.0,Great,,120.0,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Louis Vuitton Sully Handbag Monogram Canvas PM,,,,,,,,,,,
Balenciaga Everyday Chain Wallet Leather Small,,,,,,,,,,,
Chanel Chain Shopping Tote Woven Raffia Medium,Chanel,2975.0,Great,,393.75,Neutral,Raffia,Neutral,Fabric,"['Authenticity card', 'Dust bag']",2.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Patent Large,Christian Dior,1925.0,Good,4600.0,420.0,Black,Patent Leather,Black,Fabric,['Detachable Strap'],1.0
Valentino Rockstud Tote Rigid Leather Mini,,,,,,,,,,,
Bottega Veneta Garda Bag Intrecciato Nappa Medium,Bottega Veneta,1085.0,Very Good,3095.0,682.5,Black,Leather,Brown,Suede,['No accessories'],0.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1435.0,Very Good,,126.0,Neutral,Leather,Black,Fabric,"['Dust bag', 'Box', 'Detachable Strap']",3.0
Louis Vuitton Pochette Accessoires Damier Mini,,,,,,,,,,,
Chanel Classic Double Flap Bag Quilted Lambskin Medium,,,,,,,,,,,
Chanel Classic Double Flap Bag Quilted Caviar Maxi,Chanel,7440.0,Very Good,8000.0,409.5,Black,Leather,Red,Leather,['Authenticity card'],1.0
Fendi Mon Tresor Bucket Bag Perforated Leather Mini,Fendi,1915.0,Great,,292.5,Brown,Leather,Red,Leather,"['Dust bag', 'Detachable Strap']",2.0
Gucci GG Marmont Flap Bag Matelasse Leather Small,Gucci,2200.0,Great,,180.0,Black,Leather,Neutral,Microfiber,['Dust bag'],1.0
Chanel Classic Double Flap Bag Quilted Caviar Medium,Chanel,7875.0,Excellent,,150.0,Black,Leather,Black,Leather,['Dust bag'],1.0
Louis Vuitton Nigo Keepall Bandouliere Bag Limited Edition Monogram Canvas 50,Louis Vuitton,6595.0,Excellent,,2160.0,"Black, Brown",Canvas Coated,Black,Fabric,"['Dust bag', 'Lock', 'Keys', 'Poignet', 'Luggage Tag']",5.0
Louis Vuitton Keepall Bandouliere Bag Macassar Monogram Canvas 45,,,,,,,,,,,
Louis Vuitton Alma Handbag Monogram Vernis PM,Louis Vuitton,1560.0,Very Good,2390.0,845.0,Red,Patent Leather,Red,Fabric,"['Clochette', 'Keys', 'Lock']",3.0
Chloe Marcie Satchel Leather Small,,,,,,,,,,,
Gucci Front Zip Camera Bag Guccissima Leather Small,Gucci,845.0,Good,,80.0,Brown,Leather,Brown,Fabric,['No accessories'],0.0
Bottega Veneta The Pouch Leather Large,,,,,,,,,,,
