Title,Brand,Price,Condition,Retail_Price,Volume,Exterior_Color,Exterior_Material,Interior_Color,Interior_Material,Accessories,Ac_Count
Chanel Classic Single Flap Bag Quilted Patent Mini,Chanel,3960.0,Fair,,80.0,Pink,Patent Leather,Pink,Leather,['Authenticity card'],1.0
Louis Vuitton OnTheGo Tote Limited Edition Reverse Monogram Giant MM,,,,,,,,,,,
Chanel Classic Single Flap Bag Printed Satin Medium,Chanel,3190.0,Great,,150.0,"Pink, Purple, White",Fabric,Pink,Satin,['Dust bag'],1.0
Louis Vuitton Sherwood Handbag Monogram Vernis PM,Louis Vuitton,515.0,Fair,1580.0,367.5,Green,Patent Leather,Blue,Fabric,['No accessories'],0.0
Louis Vuitton Noe Handbag Epi Leather Large,Louis Vuitton,420.0,Fair,1680.0,1092.0,Red,Leather,Red,Microfiber,['No accessories'],0.0
Chanel Biarritz Tote Quilted Coated Canvas Small,Chanel,855.0,Great,1295.0,440.0,Black,Canvas (Coated),Black,Nylon,"['Authenticity card', 'Charms']",2.0
Chanel Vintage Clutch with Chain Quilted Leather Medium,Chanel,2350.0,Good,3100.0,49.5,Black,Leather,Red,Leather,['No accessories'],0.0
Louis Vuitton Bond Street Handbag Damier with Leather MM,Louis Vuitton,1965.0,Great,,495.0,"Brown, Red","Canvas Coated, Leather",Red,Fabric,"['Luggage Tag', 'Detachable Strap']",2.0
Louis Vuitton Nice Vanity Case Monogram Canvas BB,Louis Vuitton,1295.0,Great,,332.5,Brown,Canvas (Coated),Neutral,Leather,['No accessories'],0.0
Saint Laurent Love Heart Chain Bag Matelasse Chevron Leather Mini,Saint Laurent,1235.0,Great,,40.5,"Metallic, Pink",Leather,Black,Leather,['Dust bag'],1.0
Saint Laurent Classic Monogram Chain Wallet Mixed Matelasse Leather Medium,Saint Laurent,1645.0,Good,2020.0,45.0,Pink,Leather,"Black, Pink",Leather,['Detachable Strap'],1.0
Prada Open Tote Vitello Daino Small,Prada,525.0,Very Good,1695.0,352.0,Neutral,Leather,Neutral,Fabric,"['Luggage Tag missing', 'Clochette']",2.0
Valentino Rockstud Spike Flap Bag Quilted Leather Medium,,,,,,,,,,,
Chanel Double Compartment Grand Shopping Tote Quilted Patent Vinyl,Chanel,1290.0,Fair,2900.0,1200.0,Black,Patent Vinyl,Gray,Satin,['No accessories'],0.0
Hermes 24/24 Bag Maurice with Swift 35,Hermes,7520.0,Great,9400.0,845.0,Brown,Leather,Brown,Leather,['Dust bag'],1.0
Prada Cuir Double Tote Saffiano Leather Small,,,,,,,,,,,
Gucci Soho Convertible Shoulder Bag Leather Small,,,,,,,,,,,
Chanel Charm O Case Pouch Chevron Lambskin Large,,,,,,,,,,,
Fendi Mia Tote Zucca Canvas Small,Fendi,675.0,Very Good,1000.0,425.0,Brown,Canvas (Plain),Brown,Fabric,['No accessories'],0.0
Chanel O Case Clutch Quilted Nylon Small,Chanel,620.0,Excellent,750.0,31.5,Black,Nylon,Red,Nylon,['No accessories'],0.0
Gucci Bamboo Daily Top Handle Bag Leather Medium,Gucci,710.0,Great,1950.0,617.5,Gray,Leather,"Neutral, Pink, Print",Fabric,['Detachable Strap'],1.0
Bottega Veneta Arco Bag Grainy Leather Medium,Bottega Veneta,1965.0,Excellent,2900.0,646.875,Neutral,Leather,Neutral,Suede,"['Poignet', 'Dust bag']",2.0
Hermes Jypsiere Bag Clemence 34,,,,,,,,,,,
Chanel Deauville Round Bag Shearling Large,Chanel,3310.0,Excellent,5300.0,728.0,Green,Shearling,Green,Fabric,"['Box', 'Dust bag', 'Authenticity card']",3.0
Chanel Coco Neige Shopping Tote Quilted Shearling Large,Chanel,4215.0,Excellent,6100.0,1092.0,Neutral,Shearling,Black,Nylon,['Authenticity card'],1.0
Chanel,,,,,,,,,,,
Chanel Vintage Backpack Caviar Small,,,,,,,,,,,
Louis Vuitton Petite Malle Handbag Epi Leather,,,,,,,,,,,
Chanel Hamptons Shopping Tote Quilted Calfskin Small,Chanel,1550.0,Good,2750.0,495.0,Neutral,Leather,Neutral,Fabric,['Authenticity card'],1.0
Gucci Soho Chain Zip Shoulder Bag Leather Small,,,,,,,,,,,
Balenciaga City Giant Studs Bag Leather Medium,,,,,,,,,,,
Christian Dior Diorissimo Tote Tweed with Crocodile Large,Christian Dior,2280.0,Great,6700.0,787.5,Brown,"Crocodile, Tweed, Exotic",Black,Leather,"['Pochette', 'Detachable Strap']",2.0
Louis Vuitton Josephine Handbag Mini Lin PM,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,4175.0,Very Good,6800.0,195.0,Brown,Leather,Brown,Leather,['No accessories'],0.0
Louis Vuitton Eva Handbag Damier,Louis Vuitton,1130.0,Very Good,,75.0,White,Canvas (Coated),Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Saint Laurent Rive Gauche Shopper Tote Canvas Large,Saint Laurent,1270.0,Excellent,,1729.0,Neutral,Canvas (Plain),Neutral,Canvas Interior,['Dust bag'],1.0
Saint Laurent Lou Camera Bag Matelasse Chevron Leather Small,Saint Laurent,1515.0,Great,,146.25,Neutral,Leather,Black,Fabric,"['Tassel', 'Dust bag']",2.0
Chanel Vintage Classic Double Flap Bag Quilted Caviar Medium,Chanel,7510.0,Great,,195.0,Black,Leather,Black,Leather,['Authenticity card'],1.0
Gucci Padlock Chain Tote GG Coated Canvas Small,Gucci,1495.0,Very Good,1590.0,280.0,Brown,"Canvas (Coated), Leather",Brown,Microfiber,"['Clochette', 'Keys', 'Dust bag']",3.0
Chanel Classic Double Flap Bag Quilted Caviar Medium,Chanel,7485.0,Great,,180.0,Brown,Leather,Brown,Leather,['Dust bag'],1.0
Chanel Urban Spirit Backpack Quilted Lambskin Large,Chanel,4670.0,Very Good,,660.0,Black,Leather,Black,Fabric,['Dust bag'],1.0
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1495.0,Great,,121.875,Purple,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Louis Vuitton NeoNoe Handbag Epi Leather,Louis Vuitton,1945.0,Good,,650.0,White,Leather,Brown,Microfiber,"['Extra Strap', 'Dust bag', 'Detachable Strap']",3.0
Hermes Herbag Toile and Leather MM,Hermes,1580.0,Very Good,2250.0,975.0,Neutral,"Canvas (Plain), Leather",Neutral,Canvas Plain,"['Clochette', 'Extra Bag', 'Keys', 'Leather Stopper (Herbag)', 'Lock', 'Dust bag', 'Detachable Strap']",7.0
Saint Laurent Sac de Jour Bag Leather Nano,,,,,,,,,,,
Hermes Birkin Handbag Gold Togo with Palladium Hardware 35,Hermes,11460.0,Good,,945.0,Brown,Leather,Brown,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Chanel Reissue 2.55 Flap Bag Quilted Velvet 225,Chanel,3710.0,Very Good,4800.0,171.0,Pink,Velvet,Pink,Leather,"['Authenticity card', 'Dust bag']",2.0
Chanel Round Clutch with Chain and Coin Purse Quilted Tweed with Shearling,Chanel,4465.0,Excellent,,62.5,Neutral,"Tweed, Shearling",Neutral,Fabric,"['Box', 'Dust bag', 'Accessories dust bag', 'Pochette']",4.0
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,5390.0,Great,6800.0,165.0,Black,Leather,Red,Leather,['No accessories'],0.0
Chanel 31 Pouch Quilted Calfskin Medium,Chanel,1495.0,Great,1900.0,36.0,Black,Leather,Black,Leather,['Authenticity card'],1.0
Chanel Triple Flap Bag Quilted Calfskin Medium,Chanel,3935.0,Great,,200.0,Neutral,Leather,Neutral,Fabric,['Authenticity card'],1.0
Burberry Pocket Bag Woven Leather Mini,Burberry,950.0,Fair,1350.0,236.25,Print,Leather,Neutral,Fabric,"['Dust bag', 'Detachable Strap']",2.0
Chanel North South Boy Flap Bag Quilted Metallic Calfskin Small,Chanel,4090.0,Great,,97.5,"Metallic, Silver",Leather,Silver,Fabric,['No accessories'],0.0
Louis Vuitton Artsy Handbag Monogram Empreinte Leather MM,Louis Vuitton,2445.0,Very Good,3500.0,1500.0,Blue,Leather,Blue,Fabric,"['Charms', 'Dust bag']",2.0
Gucci Soho Chain Backpack Leather,Gucci,1375.0,Great,1790.0,432.0,Black,Leather,Neutral,Fabric,['No accessories'],0.0
Gucci Ophidia Zip Pouch GG Velvet Large,Gucci,875.0,Excellent,1150.0,48.0,Red,Velvet,Neutral,Fabric,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Chanel Vintage Square Classic Single Flap Bag Quilted Caviar Jumbo,Chanel,4460.0,Very Good,4700.0,378.0,Black,Leather,Black,Leather,['No accessories'],0.0
Louis Vuitton Speedy Handbag Epi Leather 30,Louis Vuitton,765.0,Very Good,1330.0,743.75,Black,Leather,Green,Raw Leather,"['Keys missing', 'Lock missing']",2.0
Chanel Garden Charms Reissue 2.55 Flap Bag Quilted Tweed 225,Chanel,3345.0,Good,4100.0,150.0,White,Tweed,Black,Leather,"['Authenticity card', 'Dust bag']",2.0
Hermes,Hermes,1770.0,Good,,242.0,Orange,Leather,Brown,Leather,['Dust bag'],1.0
Gucci Ophidia Chain Shoulder Bag Leather Small,Gucci,1575.0,Excellent,2250.0,210.0,Blue,Leather,Neutral,Microfiber,['No accessories'],0.0
Louis Vuitton Pochette Volga Limited Edition Monogram Prism PVC,Louis Vuitton,1785.0,Excellent,,72.0,Clear,Pvc,Clear,Pvc,['Detachable Strap'],1.0
Fendi Vintage FF Handle Tote Zucca Canvas Small,,,,,,,,,,,
Prada Double Zip Lux Tote Saffiano Leather Medium,,,,,,,,,,,
Chanel Vintage Square CC Flap Bag Quilted Lambskin Medium,Chanel,2655.0,Good,,282.625,Black,Leather,Red,Leather,['No accessories'],0.0
Bvlgari Serpenti Forever Square Shoulder Bag Quilted Leather Small,Bvlgari,1400.0,Great,2350.0,104.0,Gold,Leather,Black,Leather,['Mirror'],1.0
Gucci Swing Tote Leather Small,Gucci,505.0,Very Good,1100.0,548.625,Neutral,Leather,Neutral,Fabric,['Luggage Tag missing'],1.0
Gucci Dionysus Bucket Bag Suede Medium,,,,,,,,,,,
Louis Vuitton Flore Handbag Leather MM,,,,,,,,,,,
Prada Bow Convertible Satchel Leather Medium,Prada,565.0,Very Good,,624.0,Neutral,Leather,Neutral,Fabric,"['Lock', 'Keys', 'Clochette', 'Detachable Strap']",4.0
Balenciaga Everyday Crossbody Bag Leather XS,,,,,,,,,,,
Saint Laurent Classic Monogram Tassel Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,1870.0,Excellent,2490.0,88.0,Green,Leather,Black,"Fabric, Leather",['No accessories'],0.0
Louis Vuitton Pochette Plate Perforated Monogram Canvas PM,Louis Vuitton,435.0,Excellent,,29.25,Brown,Canvas Coated,Purple,Microfiber,"['Box', 'Dust bag']",2.0
Dolce & Gabbana Pom Pom Tassel Tote Leather with Studded Detail Medium,Dolce & Gabbana,470.0,Very Good,1775.0,414.0,Neutral,Leather,"Black, White",Fabric,['Dust bag'],1.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Lambskin Large,,,,,,,,,,,
Hermes HAC Birkin Bag Rouge H Chamonix with Palladium Hardware 32,Hermes,8080.0,Very Good,,787.5,Red,Leather,Red,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag']",4.0
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,Louis Vuitton,3975.0,Excellent,4250.0,220.5,"Brown, Neutral","Shearling, Leather",Neutral,Microfiber,"['Mirror', 'Dust bag']",2.0
Louis Vuitton Eva Crossbody Monogram Canvas,,,,,,,,,,,
Prada Cahier Crossbody Bag Studded Patent with Saffiano Leather Small,Prada,1630.0,Very Good,2850.0,144.0,Metallic,"Leather, Patent Leather",Black,Leather,"['No Accessories', 'Detachable Strap']",2.0
Gucci Logo Portfolio Clutch Printed Leather Large,Gucci,515.0,Good,1200.0,142.5,Neutral,Leather,Neutral,Suede,['Dust bag'],1.0
Gucci Vintage Web Boston Bag GG Canvas Medium,,,,,,,,,,,
Chanel Round Clutch with Chain Printed Lambskin Mini,Chanel,1815.0,Excellent,,50.0,"Black, White, Multicolor",Leather,Black,Fabric,"['Dust bag', 'Authenticity card']",2.0
Dolce & Gabbana Miss Sicily Bag Leopard Print Leather Medium,Dolce & Gabbana,505.0,Fair,1795.0,425.0,"Brown, Print",Leather,Black,Fabric,['Detachable Strap'],1.0
Hermes Galop Tote Leather,Hermes,1105.0,Great,,780.0,"Blue, Green",Leather,Green,Leather,['No accessories'],0.0
Chanel,Chanel,1505.0,Great,3900.0,1336.5,Black,"Leather, Wool",Black,Nylon,['No accessories'],0.0
Prada Corsaire Messenger Bag Calfskin and Saffiano Leather,Prada,1140.0,Great,2440.0,280.0,Black,Leather,Black,Fabric,['No accessories'],0.0
Prada Galleria Double Zip Tote City Calfskin Medium,Prada,1315.0,Very Good,2350.0,769.5,Brown,Leather,Orange,Suede,"['Clochette', 'Detachable Strap']",2.0
Gucci Sylvie Chain Shoulder Bag Leather Super Mini,Gucci,1180.0,Very Good,,39.0,Black,Leather,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Saint Laurent LouLou Tote Matelasse Chevron Leather Small,,,,,,,,,,,
Chanel Filigree Vanity Clutch with Chain Quilted Caviar Mini,Chanel,3265.0,Excellent,,55.0,"Blue, Green, Pink, Multicolor",Leather,Pink,Leather,['Authenticity card'],1.0
Chanel Filigree Vanity Case Quilted Tweed Medium,Chanel,5155.0,Excellent,,144.0,"Purple, Multicolor",Tweed,Purple,Leather,"['Clochette', 'Keys', 'Lock', 'Authenticity card']",4.0
Louis Vuitton Pochette Accessoires Monogram Canvas,,,,,,,,,,,
Prada Double Zip Lux Tote Vernice Saffiano Leather Small,,,,,,,,,,,
Fendi Vintage Zip Travel Tote Zucca Canvas Large,,,,,,,,,,,
Gucci Ophidia Messenger Bag GG Coated Canvas Small,Gucci,1155.0,Excellent,,171.0,Brown,Canvas (Coated),Neutral,Fabric,['No accessories'],0.0
Prada Hobo Tessuto Mini,Prada,840.0,Great,,173.25,Black,Nylon,Black,Nylon,['No accessories'],0.0
Chanel Vintage CC Flap Shoulder Bag Vertical Quilt Lambskin Small,,,,,,,,,,,
Prada Front Pocket Messenger Bag Tessuto Small,,,,,,,,,,,
Chanel Boy Flap Bag Chevron Calfskin Small,,,,,,,,,,,
Gucci Sylvie Chain Shoulder Bag Leather Mini,Gucci,1320.0,Great,2400.0,144.375,Neutral,Leather,Neutral,Microfiber,"['Extra Strap', 'Box']",2.0
Givenchy Antigona Bag Leather,,,,,,,,,,,
Chanel Wallet on Chain Quilted Lambskin,,,,,,,,,,,
Saint Laurent Classic Monogram Tassel Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,2610.0,Very Good,,85.5,Neutral,Leather,Black,Fabric,['No accessories'],0.0
Hermes Birkin Handbag Red Togo with Palladium Hardware 25,,,,,,,,,,,
Louis Vuitton Delightful Handbag Monogram Canvas MM,Louis Vuitton,1485.0,Very Good,,1007.5,Brown,Canvas (Coated),Brown,Fabric,['No accessories'],0.0
Prada Chain Crossbody Bag Tessuto and Saffiano Leather Small,,,,,,,,,,,
Louis Vuitton Belem Handbag Damier MM,,,,,,,,,,,
Saint Laurent Love Heart Tassel Chain Bag Leather Small,Saint Laurent,1480.0,Excellent,1790.0,104.0,Red,Leather,Black,Fabric,['Dust bag'],1.0
Chanel Vintage Supermodel Weekender Bag Quilted Leather Large,,,,,,,,,,,
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4965.0,Very Good,6200.0,162.0,Black,Leather,Red,Leather,['No accessories'],0.0
Chanel Vintage CC Drawstring Bucket Bag Lambskin Small,Chanel,2285.0,Very Good,2750.0,467.5,Blue,Leather,Blue,Leather,['Pochette'],1.0
Gucci Ophidia Messenger Bag GG Coated Canvas Mini,Gucci,1075.0,Excellent,,73.5,Brown,Canvas Coated,Neutral,Fabric,"['Dust bag', 'Box']",2.0
Fendi Peekaboo Bag Leather Micro,,,,,,,,,,,
Louis Vuitton Pallas Tote Monogram Canvas,Louis Vuitton,2295.0,Great,2760.0,700.0,Brown,Canvas (Coated),Black,Microfiber,"['Dust bag', 'Detachable Strap']",2.0
Hermes Candy Birkin Handbag Epsom 30,,,,,,,,,,,
Chanel Golden Class Flap Bag Quilted Lambskin Medium,Chanel,4310.0,Good,,189.0,Neutral,Leather,Neutral,Satin,"['Dust bag', 'Cards missing', 'Authenticity card']",3.0
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2650.0,Very Good,,90.0,Brown,Canvas Coated,"Brown, Neutral","Fabric, Leather","['Extra Bag', 'Extra Strap missing', 'Pochette', 'Dust bag', 'Detachable Strap']",5.0
Louis Vuitton Sharleen Handbag Monogram Multicolor GM,Louis Vuitton,1730.0,Very Good,2520.0,1014.0,"White, Multicolor",Leather,Red,Microfiber,['Detachable Strap'],1.0
Celine Tricolor Luggage Bag Leather Micro,,,,,,,,,,,
Hermes Kelly Handbag Rouge Garance Togo with Palladium Hardware 35,Hermes,8650.0,Very Good,,700.0,Red,Leather,Red,Leather,"['Clochette missing', 'Keys missing', 'Lock missing', 'Detachable Strap']",4.0
Bottega Veneta The Pouch Leather Large,Bottega Veneta,2365.0,Great,2700.0,600.0,Black,Leather,Black,Leather,['Dust bag'],1.0
Gucci D Ring Hobo GG Canvas Small,Gucci,445.0,Very Good,655.0,480.0,Brown,Canvas Plain,Brown,Fabric,['Dust bag'],1.0
Hermes White Bus Bag Leather 39,Hermes,2235.0,Very Good,4400.0,980.375,Brown,Leather,Brown,Leather,['No accessories'],0.0
Fendi Kan I F Shoulder Bag Leather and Python Small,Fendi,1490.0,Very Good,2890.0,135.0,Neutral,"Leather, Python",Gray,Microfiber,['Dust bag'],1.0
Gucci Padlock Saddle Shoulder Bag Bengal Print GG Coated Canvas Medium,Gucci,1645.0,Great,1980.0,216.0,"Brown, Print, Multicolor",Canvas Coated,Neutral,Microfiber,"['Clochette', 'Keys', 'Dust bag', 'Detachable Strap']",4.0
Chanel CC Lock Shopping Tote Caviar Small,Chanel,2850.0,Good,3700.0,488.75,Neutral,Leather,Neutral,Fabric,"['Authenticity card', 'Detachable Strap']",2.0
Louis Vuitton A4 Pouch Monogram Taurillon Leather,Louis Vuitton,1135.0,Very Good,1340.0,140.0,White,Leather,Neutral,Fabric,['No accessories'],0.0
Louis Vuitton Capucines Bag Leather BB,Louis Vuitton,2635.0,Very Good,4850.0,257.25,Pink,Leather,Red,Leather,['No accessories'],0.0
Chanel Gabrielle O Case Clutch Quilted Aged Calfskin Medium,Chanel,1330.0,Very Good,1450.0,44.0,Black,Leather,Red,Fabric,"['Box', 'Authenticity card']",2.0
Gucci Pearly GG Marmont Flap Belt Bag Matelasse Leather,Gucci,1500.0,Great,1890.0,76.5,Black,"Leather, Pearl",Neutral,Microfiber,['No accessories'],0.0
Fendi Vintage Dome Satchel Pequin Coated Canvas Medium,,,,,,,,,,,
Hermes Kelly Ado II Backpack Clemence 20,Hermes,9825.0,Great,,252.875,Black,Leather,Black,Leather,"['Box', 'Dust bag']",2.0
Louis Vuitton Portobello Messenger Damier,,,,,,,,,,,
Celine Luggage Bag Grainy Leather Nano,,,,,,,,,,,
Gucci Padlock Chain Tote Guccissima Leather Medium,Gucci,2035.0,Very Good,2690.0,700.0,Black,Leather,Neutral,Microfiber,"['Clochette', 'Keys']",2.0
Gucci Bee Web Zip Messenger Bag Caleido Print GG Coated Canvas Large,,,,,,,,,,,
Prada Convertible Tote Glace Calf Small,Prada,725.0,Very Good,2350.0,337.5,Blue,Leather,Blue,"Leather, Fabric","['Clochette', 'Detachable Strap']",2.0
Gucci GG Marmont Flap Bag Embroidered Matelasse Velvet Small,Gucci,1285.0,Good,2590.0,150.0,Blue,Velvet,Pink,Satin,['No accessories'],0.0
Balenciaga BB Chain Round Shoulder Bag Quilted Wool Small,Balenciaga,1075.0,Great,1660.0,108.0,Blue,Wool,Black,Leather,['Dust bag'],1.0
Chanel Deauville Pouch Raffia Large,Chanel,835.0,Excellent,965.0,64.125,Pink,Raffia,Gray,Fabric,"['Authenticity card', 'Dust bag']",2.0
Hermes Birkin Handbag Rouge Garance Togo with Gold Hardware 40,Hermes,9025.0,Good,,1536.0,Red,Leather,Red,Leather,"['Clochette', 'Key Ring', 'Lock']",3.0
Chanel Boy Lock Flap Briefcase Quilted Caviar Large,,,,,,,,,,,
Chanel Camera Case Bag Quilted Glazed Calfskin Small,,,,,,,,,,,
Fendi Baguette NM Bag Zucca Embossed Leather Medium,Fendi,2715.0,Excellent,,120.0,Brown,Leather,Black,Fabric,"['Extra Strap', 'Dust bag', 'Detachable Strap']",3.0
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,Saint Laurent,2495.0,Great,,199.5,Neutral,Leather,Black,"Fabric, Leather",['Dust bag'],1.0
Hermes Kelly Handbag Vert Bengale Ardennes with Gold Hardware 35,,,,,,,,,,,
Louis Vuitton Neverfull NM Tote Damier PM,Louis Vuitton,1590.0,Good,,495.0,White,Canvas (Coated),"Neutral, White",Fabric,['Pochette missing'],1.0
Gucci GG Marmont Flap Bag Matelasse Velvet Mini,Gucci,1480.0,Good,1590.0,106.25,Blue,Velvet,Pink,Satin,['Extra Strap'],1.0
Chanel Trendy CC Wallet on Chain Chevron Lambskin,Chanel,3580.0,Great,,36.0,Black,Leather,Black,"Fabric, Leather","['Box', 'Dust bag']",2.0
Hermes Kelly Handbag Noir Box Calf with Gold Hardware 32,Hermes,9515.0,Very Good,,494.0,Black,Leather,Black,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']",5.0
Chanel Reissue 2.55 Flap Bag Quilted Aged Calfskin Mini,Chanel,4730.0,Excellent,,120.0,Black,Leather,Black,Leather,"['Box', 'Dust bag', 'Authenticity card']",3.0
Prada Monochrome Tote Saffiano with City Calf Small,Prada,1430.0,Very Good,1950.0,400.0,Pink,Leather,Pink,Fabric,"['Clochette', 'Detachable Strap']",2.0
Saint Laurent Love Heart Chain Bag Patent Mini,,,,,,,,,,,
Saint Laurent Sunset Chain Wallet Crocodile Embossed Leather,,,,,,,,,,,
Prada Pushlock Chain Flap Bag Printed Tessuto Small,Prada,725.0,Excellent,1020.0,120.0,"Neutral, Print",Nylon,Neutral,Fabric,['No accessories'],0.0
Chanel Vintage Full Flap Bag Quilted Lambskin Mini,Chanel,2945.0,Fair,,84.375,Black,Leather,Red,Leather,['No accessories'],0.0
Louis Vuitton Saintonge Handbag Damier with Leather,Louis Vuitton,2275.0,Great,,162.0,"Pink, White",Canvas Coated,Pink,Fabric,"['Box', 'Dust bag']",2.0
Louis Vuitton Catalina Handbag Monogram Vernis BB,Louis Vuitton,1175.0,Great,1295.0,252.0,Red,"Leather, Patent Leather",Brown,Fabric,['Dust bag'],1.0
Chanel Coco Flap Bag Fringe Chevron Denim Small,Chanel,3465.0,Great,,140.0,Pink,Denim,Pink,Denim,['Dust bag'],1.0
Prada Monochrome Envelope Crossbody Bag Saffiano with City Calf Mini,Prada,1395.0,Very Good,1850.0,60.0,White,Leather,Black,Leather,"['Mirror', 'Dust bag', 'Detachable Strap']",3.0
Chanel Surpique CC Charm Tote Chevron Iridescent Calfskin Small,,,,,,,,,,,
Hermes Birkin Handbag Grey Clemence with Palladium Hardware 30,Hermes,21600.0,Great,,586.5,Gray,Leather,Gray,Leather,"['Clochette', 'Keys', 'Lock', 'Box', 'Dust bag']",5.0
Hermes Birkin Handbag Bleu Colvert Clemence with Palladium Hardware 30,Hermes,15085.0,Great,,648.0,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock']",3.0
Christian Dior Lady Dior Bag Beaded Leather Mini,Christian Dior,4075.0,Great,,117.0,Black,Leather,Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4960.0,Very Good,6200.0,148.5,Black,Leather,Red,Leather,['No accessories'],0.0
Chanel Just Mademoiselle Bag Quilted Caviar Medium,,,,,,,,,,,
Chanel Classic CC Shopping Tote Quilted Caviar Large,Chanel,5715.0,Great,,616.0,Black,Leather,Black,Fabric,"['Authenticity card', 'Box']",2.0
Christian Dior Vintage Lady Dior Bag Cannage Quilt Lambskin Medium,,,,,,,,,,,
Chanel CC Mania Flap Bag Lambskin Small,,,,,,,,,,,
Fendi Chain Baguette Charm Bag Pequin Nubuck Nano,Fendi,965.0,Excellent,,10.0,Neutral,Nubuck,Neutral,Leather,"['Box', 'Dust bag', 'Detachable Strap']",3.0
Gucci Padlock Continental Chain Wallet Guccissima Leather Long,Gucci,1005.0,Great,1250.0,30.0,Black,Leather,Black,Fabric,"['Box', 'Detachable Strap']",2.0
Gucci Vintage Zip Tote GG Canvas with Leather Medium,Gucci,490.0,Very Good,,280.0,Neutral,"Canvas Plain, Leather",Brown,Fabric,['No accessories'],0.0
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,Louis Vuitton,4195.0,Excellent,,220.5,"Brown, Neutral","Shearling, Leather",Neutral,Microfiber,['Mirror'],1.0
Hermes Kelly Danse Pochette Box Calf,Hermes,2510.0,Very Good,,44.0,"Gray, Neutral",Leather,Neutral,Leather,['Dust bag'],1.0
Louis Vuitton Mabillon Shoulder Bag Monogram Canvas,,,,,,,,,,,
Gucci Vintage Bamboo Backpack Suede Mini,Gucci,555.0,Very Good,1295.0,229.5,Orange,Suede,Neutral,Fabric,['No accessories'],0.0
Gucci Convertible Duffle Bag GG Coated Canvas Medium,,,,,,,,,,,
Louis Vuitton Caissa Tote Damier PM,,,,,,,,,,,
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,880.0,Great,2120.0,780.0,Black,Leather,Gray,Microfiber,"['Keys missing', 'Lock missing']",2.0
Louis Vuitton Petit Noe Handbag Epi Leather,Louis Vuitton,395.0,Fair,1530.0,735.0,Yellow,Leather,Purple,Microfiber,['No accessories'],0.0
Celine Luggage Bag Tweed Nano,Celine,2810.0,Excellent,,272.0,"Black, White","Leather, Tweed",Black,Leather,"['Dust bag', 'Detachable Strap']",2.0
Saint Laurent Sac de Jour Bag Leather Nano,,,,,,,,,,,
Bottega Veneta The Pouch Intrecciato Leather Large,Bottega Veneta,2555.0,Excellent,3100.0,675.0,Black,Leather,Black,Leather,['Dust bag'],1.0
Celine Luggage Bag Grainy Leather Nano,Celine,1680.0,Good,2700.0,272.0,Blue,Grainy Leather,Blue,Microfiber,['Detachable Strap'],1.0
Louis Vuitton Neverfull NM Tote Damier MM,,,,,,,,,,,
Louis Vuitton Capucines Bag Ombre Leather PM,Louis Vuitton,4125.0,Great,5450.0,400.0,"Blue, White",Leather,Blue,Leather,"['Dust bag', 'Detachable Strap']",2.0
Gucci GG Marmont Shoulder Bag Matelasse Leather Mini,Gucci,1030.0,Very Good,,63.0,Pink,Leather,Gray,Microfiber,['Dust bag'],1.0
Chanel Vintage Timeless Flap Backpack Caviar Medium,,,,,,,,,,,
Prada Open Tote Tessuto with Patent Small,Prada,525.0,Very Good,,425.25,Black,"Nylon, Patent Leather",Black,Fabric,['Dust bag'],1.0
Gucci Rajah Chain Tote Canvas Large,Gucci,1960.0,Excellent,2300.0,472.5,Neutral,"Canvas Plain, Leather",Green,Fabric,"['Pochette', 'Dust bag']",2.0
Chanel Sevruga Wallet on Chain Caviar,Chanel,1635.0,Very Good,2500.0,37.5,Pink,Leather,Gray,Fabric,['No accessories'],0.0
Christian Dior Book Tote Houndstooth Canvas Small,Christian Dior,2890.0,Very Good,,913.5,"Black, White",Canvas Plain,"Black, White",Fabric,['Dust bag'],1.0
