Title,Brand,Price,Condition,Retail_Price,Volume,Exterior Color,Exterior Material,Interior Color,Interior Material,Accessories
Chanel CC Pocket Backpack Quilted Printed Foulard Medium,Chanel,2940.0,Pristine,3800.0,708.75,"Print, Multicolor",Fabric,Blue,Microfiber,['Authenticity card']
Mansur Gavriel Bucket Bag Leather Large,Mansur Gavriel,310.0,Very Good,595.0,648.0,Brown,Leather,Pink,Leather,"['Pochette', 'Dust bag']"
Louis Vuitton Twist Handbag Teddy Fleece with Epi Leather MM,,,,,,,,,,[]
Chanel Mademoiselle Vintage Flap Bag Chevron Sheepskin Medium,Chanel,2410.0,Good,3200.0,241.5,"Metallic, Silver",Leather,Gray,Fabric,['Authenticity card']
Christian Dior Book Tote Bayadere Stripe Embroidered Canvas,,,,,,,,,,[]
Celine Holographic Zip Pouch Metallic Leather,Celine,255.0,Very Good,520.0,35.0,White,Leather,White,Leather,['Dust bag']
Prada Envelope Logo Clutch Spazzolato Leather,Prada,535.0,Great,950.0,18.0,Pink,Leather,Black,Leather,"['Box', 'Detachable Strap']"
Prada Double Zip Lux Tote Saffiano Leather Small,Prada,985.0,Great,2350.0,440.0,Brown,Leather,Brown,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']"
Gucci Crystal Bamboo Top Handle Bag Leather Medium,Gucci,1720.0,Good,4900.0,294.0,Black,Leather,"Pink, Print, Multicolor",Satin,"['Extra Strap missing', 'Detachable Strap']"
Chanel Boy Flap Bag Quilted Iridescent Glazed Calfskin New Medium,Chanel,6355.0,Very Good,,231.0,Blue,Leather,Blue,Fabric,"['Box', 'Dust bag', 'Authenticity card']"
Chanel Logo Shopping Tote Printed Raffia Medium,Chanel,3330.0,Great,,1218.0,Blue,Raffia,Blue,Fabric,['No Accessories']
Gucci Soho Disco Crossbody Bag Leather Small,Gucci,1310.0,Very Good,,144.0,Black,Leather,Neutral,Fabric,['No accessories']
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,5500.0,Great,6500.0,195.0,Black,Leather,Red,Leather,['No accessories']
Hermes Kelly Handbag Noir Box Calf with Gold Hardware 32,Hermes,9825.0,Great,,432.0,Black,Leather,Black,Leather,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']"
Saint Laurent Sunset Crossbody Bag Leather Medium,Saint Laurent,2245.0,Very Good,,153.0,Gray,Leather,Gray,Suede,"['Clochette', 'Box', 'Dust bag']"
Gucci Totem Shoulder Bag Leather Small,Gucci,1375.0,Excellent,1980.0,96.0,Black,Leather,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Chloe Marcie Crossbody Bag Leather Mini,Chloe,705.0,Very Good,890.0,157.5,Gray,Leather,Green,Fabric,['Dust bag']
Fendi Fendista Pochette Crossbody Leather,Fendi,650.0,Great,850.0,108.0,Pink,Leather,Pink,Fabric,['Dust bag']
Hermes Constance Wallet To Go Epsom,Hermes,10830.0,Excellent,,36.0,Neutral,Leather,Neutral,Leather,"['Box', 'Detachable Strap']"
Chanel Sevruga Wallet on Chain Caviar,Chanel,2080.0,Very Good,2500.0,37.5,Neutral,Leather,Neutral,Fabric,['No accessories']
Gucci GG Marmont Flap Bag Matelasse Leather Small,Gucci,2250.0,Great,,180.0,Black,Leather,Neutral,Microfiber,['No accessories']
Fendi Vintage Top Handle Flap Bag Pequin Coated Canvas Mini,Fendi,795.0,Good,,156.0,Brown,Canvas Coated,Black,Fabric,['Detachable Strap']
Chanel Gabrielle Flap Bag Chevron Leather Medium,Chanel,3290.0,Very Good,,204.75,Brown,Leather,Neutral,Fabric,['No accessories']
Fendi Mama Forever Bag Leather,Fendi,510.0,Good,,465.75,"Metallic, Pink",Leather,Neutral,Suede,['No accessories']
Saint Laurent Sunset Chain Wallet Leather,,,,,,,,,,[]
Gucci 1955 Horsebit Tote GG Canvas Medium,Gucci,1440.0,Excellent,1690.0,797.5,Brown,"Canvas Plain, Leather",Neutral,Fabric,['Dust bag']
Saint Laurent Monogram Cabas Leather Small,Saint Laurent,1060.0,Good,2190.0,561.0,Gray,Leather,Gray,Suede,"['Clochette', 'Dust bag', 'Detachable Strap']"
Saint Laurent Classic Duffle Bag Leather 6,Saint Laurent,580.0,Good,1990.0,644.0,Blue,Leather,Blue,Suede,"['Clochette', 'Detachable Strap']"
Salvatore Ferragamo Convertible Gancini Top Handle Tote Printed Leather Medium,Salvatore Ferragamo,530.0,Great,,240.0,Brown,Leather,Black,Fabric,['Detachable Strap']
Chanel Vintage Front Pocket Tote Caviar Small,Chanel,1485.0,Good,,423.5,Black,Leather,Black,Leather,['No accessories']
Saint Laurent Monogram Cabas Leather Baby,Saint Laurent,1010.0,Very Good,1990.0,517.5,Blue,Leather,Blue,"Leather, Suede","['Clochette', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Pont Neuf Handbag Epi Leather PM,,,,,,,,,,[]
Chanel CC Flap Bag Quilted Shearling Medium,Chanel,3625.0,Excellent,4400.0,266.0,"Blue, Red",Shearling,Red,Leather,"['Dust bag', 'Authenticity card']"
Saint Laurent Classic Monogram Crossbody Bag Glazed Leather Medium,Saint Laurent,1245.0,Very Good,1900.0,114.0,Black,Patent Leather,Black,Fabric,['No accessories']
Chanel Vintage Diamond CC Camera Bag Quilted Suede Medium,Chanel,1575.0,Good,2600.0,105.0,Black,Suede,Black,Leather,['Authenticity card']
Fendi Kan I Bag Pearl Embellished Leather Small,Fendi,1060.0,Excellent,2300.0,157.5,Pink,Leather,Neutral,Microfiber,['Dust bag']
Balenciaga Logo Ville Wristlet Pouch Leather Large,Balenciaga,470.0,Very Good,775.0,130.0,Black,Leather,Black,Leather,['Dust bag']
Burberry Cube Bag Printed Leather Small,,,,,,,,,,[]
Prada Convertible Tote Tessuto Large,Prada,450.0,Excellent,950.0,1372.0,Red,Nylon,Black,"Fabric, Nylon",['Detachable Strap']
Gucci Vintage Bamboo Convertible Top Handle Bag Leather Large,Gucci,1050.0,Great,,384.0,Black,Leather,Black,Suede,['Detachable Strap']
Louis Vuitton Keepall Bandouliere Bag Monogram See Through Mesh 50,,,,,,,,,,[]
Louis Vuitton OnTheGo Tote Limited Edition Crafty Monogram Giant GM,Louis Vuitton,4755.0,Excellent,,1352.0,"Black, Neutral, Print, Red",Canvas Coated,Black,Fabric,['No Accessories']
Chanel CC Chain Flap Bag Quilted Terry Cloth Medium,Chanel,3210.0,Excellent,,150.0,Pink,Fabric,"Print, Multi Color",Fabric,['Authenticity card']
Givenchy Antigona Bag Leather Small,,,,,,,,,,[]
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,5955.0,Great,,180.0,Green,Leather,Green,Fabric,"['Dust bag', 'Authenticity card']"
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4735.0,Fair,5800.0,142.5,Neutral,Leather,Neutral,Leather,['Authenticity card']
Louis Vuitton Favorite Handbag Monogram Canvas PM,Louis Vuitton,1335.0,Good,,60.0,Brown,Canvas (Coated),Red,Fabric,['Detachable Strap']
Saint Laurent Lou Camera Bag Matelasse Chevron Leather Baby,Saint Laurent,910.0,Excellent,,18.0,Neutral,Leather,Black,Fabric,"['Box', 'Dust bag', 'Detachable Strap']"
Chanel Coco Casual Flap Bag Quilted Caviar Medium,Chanel,2605.0,Great,,384.0,Black,Leather,Gray,Satin,['No accessories']
Louis Vuitton Keepall Triangle Bandoulier Monogram Tuffetage Canvas 50,,,,,,,,,,[]
Saint Laurent Classic Monogram Envelope Satchel Quilted Leather Medium,,,,,,,,,,[]
Christian Dior Saddle Bag Shearling and Leather Medium,Christian Dior,2395.0,Great,,144.0,Brown,"Shearling, Leather",Brown,Fabric,['No accessories']
Prada Zip Crossbody Bag Vitello Daino,Prada,705.0,Great,,63.0,Black,Leather,Black,Fabric,['Detachable Strap']
Hermes Birkin Handbag Gris Asphalte Novillo with Gold Hardware 30,Hermes,17715.0,Good,,648.0,Gray,Leather,Gray,Leather,"['Clochette', 'Keys', 'Lock', 'Box', 'Dust bag']"
Louis Vuitton Marly Handbag Epi Leather BB,,,,,,,,,,[]
Hermes Picotin Lock Bag Clemence PM,Hermes,3060.0,Excellent,,245.0,Black,Leather,Black,Raw Leather,"['Keys', 'Lock', 'Dust bag']"
Chanel,Chanel,3750.0,Excellent,4000.0,520.0,Gray,"Fur, Suede","Gray, Neutral","Shearling, Suede","['Dust bag', 'Authenticity card']"
Gucci GG Marmont Zip Messenger Bag Matelasse Leather Medium,Gucci,1240.0,Very Good,1350.0,242.0,Black,Leather,Neutral,Microfiber,['No accessories']
Saint Laurent Classic Monogram Crossbody Bag Embellished Suede Small,Saint Laurent,1600.0,Great,2950.0,66.0,Black,Suede,Black,Leather,['Dust bag']
Chanel Wallet on Chain Quilted Lambskin,Chanel,2330.0,Good,2500.0,70.0,Pink,Leather,Pink,"Fabric, Leather","['Authenticity card', 'Dust bag', 'Box']"
Celine Vintage Convertible Top Handle Bag Macadam Coated Canvas Medium,Celine,730.0,Very Good,,245.0,Brown,Canvas Coated,Black,Leather,"['Charms', 'Detachable Strap']"
Prada Flap Zip Crossbody Bag Vitello Phenix Small,,,,,,,,,,[]
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,,,,,,,,,,[]
Louis Vuitton Marignan Handbag Monogram Canvas with Leather,,,,,,,,,,[]
Fendi Vintage Zip Messenger Bag Zucchino Canvas Small,Fendi,410.0,Fair,,170.0,Brown,Canvas Plain,Brown,Fabric,['No accessories']
Prada Weekender Duffle Bag Tessuto Large,Prada,700.0,Good,1590.0,2860.0,Black,Fabric,Black,Fabric,"['Clochette', 'Keys', 'Lock', 'Luggage Tag missing', 'Detachable Strap']"
Louis Vuitton Dauphine Shoulder Bag Reverse Monogram Canvas MM,Louis Vuitton,3160.0,Very Good,,280.0,Brown,Canvas Coated,Black,Microfiber,"['Extra Strap', 'Detachable Strap']"
Gucci GG Marmont Flap Bag Diagonal Quilted Leather Small,Gucci,1825.0,Excellent,2350.0,150.0,"Black, Neutral",Leather,Neutral,Microfiber,['Dust bag']
Gucci GG Marmont Belt Bag Matelasse Velvet,Gucci,620.0,Excellent,980.0,67.5,Blue,Velvet,Pink,Satin,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,750.0,Very Good,2120.0,798.0,Brown,Leather,Brown,Microfiber,"['Keys missing', 'Lock missing']"
Hermes Kelly Wallet to Go Epsom,Hermes,6865.0,Excellent,,36.0,Black,Leather,Black,Leather,"['Dust bag', 'Detachable Strap']"
Celine Luggage Bag Smooth Leather Mini,,,,,,,,,,[]
Saint Laurent Shopper Tote Leather Large,Saint Laurent,910.0,Very Good,995.0,770.0,Gray,Leather,Gray,Raw Leather,"['Clochette', 'Pochette', 'Dust bag']"
Chanel Vintage Flap Belt Bag Quilted Leather Small,Chanel,1945.0,Very Good,,49.5,Black,Leather,Black,Leather,['Authenticity card']
Louis Vuitton Montaigne Handbag Monogram Empreinte Leather Nano,Louis Vuitton,1270.0,Very Good,1720.0,115.5,Red,Leather,Red,Fabric,"['Clochette missing', 'Keys missing', 'Lock missing', 'Poignet missing']"
Fendi 3Jours Bag Leather Mini,Fendi,945.0,Great,2450.0,238.0,Gray,Leather,Gray,Leather,"['Clochette', 'Dust bag', 'Detachable Strap']"
Chanel Coco Neige Flap Backpack Quilted Shearling with Tweed Small,Chanel,3550.0,Pristine,4900.0,374.0,"White, Multicolor","Shearling, Tweed",Black,Nylon,"['Box', 'Dust bag', 'Authenticity card']"
Gucci RE(BELLE) Shoulder Bag Leather Small,Gucci,1035.0,Excellent,1980.0,196.875,Red,Leather,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Gucci Trapuntata Camera Bag Quilted Leather Mini,Gucci,1025.0,Excellent,1200.0,65.0,Silver,Leather,"Print, Red",Nylon,"['Dust bag', 'Box']"
Gucci Animalier Chain Shoulder Bag Studded Leather Medium,Gucci,1155.0,Great,2100.0,204.75,Red,Leather,Neutral,Canvas Plain,['Dust bag']
Stella McCartney Falabella Shopper Tote Shaggy Deer East West,Stella McCartney,350.0,Very Good,985.0,750.75,Black,Fabric,Pink,Fabric,['No accessories']
Saint Laurent Classic Monogram Wallet on Chain Matelasse Chevron Leather Small,Saint Laurent,1080.0,Good,1350.0,75.0,Neutral,Leather,"Black, Neutral","Fabric, Leather","['Dust bag', 'Detachable Strap']"
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Medium,Chanel,4840.0,Very Good,6500.0,195.0,Black,Leather,Red,Leather,['No accessories']
Chanel Filigree Round Clutch with Chain Quilted Caviar Mini,Chanel,2590.0,Excellent,,60.0,Black,Leather,Black,Fabric,['No accessories']
Chanel Classic Double Flap Bag Quilted Tweed Medium,Chanel,4500.0,Very Good,6500.0,180.0,"Blue, Green, Multicolor",Tweed,Green,Leather,['No accessories']
Louis Vuitton Pochette Accessoires Monogram Canvas Mini,Louis Vuitton,625.0,Very Good,,24.0,Brown,Canvas Coated,Brown,Fabric,['No accessories']
Louis Vuitton Pochette Accessoires Limited Edition Escale Monogram Giant Mini,Louis Vuitton,1195.0,Excellent,,24.0,"Pink, Purple, White, Multicolor",Canvas Coated,Purple,Fabric,['Box']
Chanel Chic Quilt Flap Bag Quilted Iridescent Calfskin Small,,,,,,,,,,[]
Louis Vuitton Clapton Backpack Damier and Leather,Louis Vuitton,2545.0,Excellent,,286.875,Brown,"Canvas (Coated), Leather",Neutral,Fabric,"['Dust bag', 'Detachable Strap']"
Chanel Classic Double Flap Bag Quilted Lambskin Medium,Chanel,6980.0,Great,,150.0,Black,Leather,Red,Leather,"['Box', 'Dust bag']"
Gucci Dionysus Bag GG Velvet Mini,Gucci,1945.0,Excellent,2650.0,162.0,Red,Velvet,Neutral,Microfiber,['Dust bag']
Louis Vuitton Montsouris Backpack Monogram Canvas MM,Louis Vuitton,1170.0,Fair,,470.25,Brown,Canvas (Coated),Brown,Fabric,['No accessories']
Chanel Mademoiselle Lock Flap Bag Quilted Lambskin East West,Chanel,1515.0,Good,2250.0,117.0,Neutral,Leather,Neutral,Satin,['Authenticity card']
Saint Laurent Lou Camera Bag Leather Small,Saint Laurent,1180.0,Great,,127.5,Neutral,Leather,Black,Fabric,['Tassel']
Hermes Birkin Handbag Anemone Togo with Gold Hardware 30,Hermes,13535.0,Very Good,,648.0,Purple,Leather,Purple,Leather,"['Clochette missing', 'Keys missing', 'Lock missing', 'Dust bag']"
Chanel Wallet on Chain Pearl Embellished Velvet,Chanel,2650.0,Good,,56.25,Black,Velvet,Black,Leather,['Authenticity card']
Louis Vuitton Mini Boite Chapeau Bag Monogram Vernis,Louis Vuitton,2355.0,Excellent,,56.25,Red,Patent Leather,Neutral,Leather,"['Luggage Tag', 'Detachable Strap']"
Chanel Vintage Wooden Ring Tote Woven Raffia Medium,Chanel,790.0,Good,,330.0,Neutral,Raffia,Brown,Fabric,['Authenticity card']
Goyard Saint Louis Tote Coated Canvas GM,Goyard,1645.0,Fair,,1356.25,Black,Canvas (Coated),Neutral,Canvas Plain,['Pochette']
Chanel Boy Flap Bag Quilted Lambskin Old Medium,Chanel,5060.0,Very Good,,150.0,Pink,Leather,Pink,Fabric,['Authenticity card']
Chanel On the Bund Accordion Flap Bag Leather Large,Chanel,1965.0,Good,2450.0,1001.0,Blue,Leather,Gray,Fabric,['Authenticity card']
Saint Laurent Classic Monogram Wallet on Chain Crocodile Embossed Leather Small,Saint Laurent,1360.0,Great,,37.5,Neutral,Leather,Black,Leather,"['Box', 'Dust bag', 'Detachable Strap']"
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,Chanel,5625.0,Very Good,7100.0,172.5,Black,Leather,Red,Leather,['No accessories']
Loewe Puzzle Bag Leather Medium,Loewe,1605.0,Very Good,2450.0,396.0,Neutral,Leather,Neutral,Fabric,"['Dust bag', 'Detachable Strap']"
Gucci GG Marmont Belt Bag Matelasse Velvet,Gucci,620.0,Excellent,980.0,67.5,Purple,Velvet,Pink,Satin,"['Dust bag', 'Detachable Strap']"
Prada Convertible Sound Bag Calfskin Medium,Prada,690.0,Great,2185.0,135.0,Neutral,Leather,Brown,Leather,"['Extra Strap', 'Detachable Strap']"
Louis Vuitton Neverfull NM Tote Limited Edition Colored Monogram Giant MM,,,,,,,,,,[]
Gucci Rajah Chain Tote GG Tweed Large,Gucci,2005.0,Excellent,2400.0,476.0,"Black, White",Tweed,Neutral,Microfiber,"['Pochette', 'Dust bag']"
Saint Laurent Sunset Crossbody Bag Crocodile Embossed Leather Medium,Saint Laurent,1960.0,Great,2350.0,178.5,Black,Leather,Black,Suede,"['Clochette', 'Dust bag']"
Prada Side Pleat Tote Saffiano Leather Large,Prada,1590.0,Excellent,2850.0,650.0,Gray,Leather,Gray,Fabric,"['Clochette', 'Dust bag', 'Detachable Strap']"
Chanel Gabrielle Hobo Quilted Aged Calfskin Small,Chanel,3505.0,Great,4100.0,132.0,Red,Leather,Red,Fabric,"['Authenticity card', 'Dust bag']"
Dolce & Gabbana DG Girls Flap Bag Printed Calf Hair Small,Dolce & Gabbana,530.0,Very Good,795.0,8.75,"Black, Brown",Calf Hair,Black,Leather,['Box']
Chanel Half Moon Wallet on Chain Caviar,Chanel,1730.0,Very Good,1900.0,114.0,Neutral,Leather,Neutral,Fabric,['No Accessories']
Balenciaga City Classic Studs Bag Leather Mini,Balenciaga,930.0,Great,1790.0,216.125,Pink,Leather,Black,Fabric,"['Mirror', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2670.0,Excellent,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Box', 'Detachable Strap']"
Chanel On the Road Drawstring Bucket Bag Quilted Glazed Leather,Chanel,1210.0,Good,2400.0,1006.25,Black,Leather,Black,Satin,['No accessories']
Chanel Deauville Pouch Denim Medium,Chanel,750.0,Excellent,,39.375,Blue,Denim,Orange,Nylon,"['Box', 'Dust bag']"
Chanel,,,,,,,,,,[]
Louis Vuitton Alma Handbag Epi Leather BB,Louis Vuitton,1205.0,Great,1760.0,283.5,Red,Leather,Red,Microfiber,"['Clochette', 'Keys', 'Lock missing', 'Detachable Strap']"
Gucci GG Marmont Portfolio Clutch Matelasse Leather,Gucci,755.0,Very Good,1100.0,123.5,Black,Leather,Neutral,Microfiber,['Box missing']
Hermes Vintage Ilio Top Handle Bag Box Calf,Hermes,4800.0,Great,,87.5,Red,Leather,Red,Leather,['No accessories']
Chanel Covered CC Wallet on Chain Quilted Lambskin,Chanel,2355.0,Great,2700.0,50.625,"Pink, Red",Leather,Pink,"Leather, Fabric","['Authenticity card', 'Box', 'Dust bag']"
Loewe Gate Shoulder Bag Leather Mini,Loewe,905.0,Excellent,1450.0,131.25,Black,Leather,Brown,Suede,['Dust bag']
Balenciaga City Giant Studs Bag Leather Medium,,,,,,,,,,[]
Balenciaga First Classic Studs Bag Leather,Balenciaga,640.0,Great,1685.0,260.0,Pink,Leather,Black,Fabric,"['Mirror', 'Dust bag', 'Detachable Strap']"
Valentino VSling Crossbody Bag Leather Small,Valentino,835.0,Very Good,1875.0,78.75,Black,Leather,Black,Leather,['No accessories']
Chloe Annie Shoulder Bag Leather Mini,,,,,,,,,,[]
Gucci Ophidia Compartment Messenger Bag GG Imprime Medium,Gucci,1005.0,Great,1690.0,162.5,"Blue, Yellow",Canvas Coated,Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Chanel Vintage Frame Clutch Bag Quilted Leather Mini,Chanel,1160.0,Good,,22.5,"Metallic, Silver",Leather,Black,Leather,['No accessories']
Chanel Vintage Classic Double Flap Bag Quilted Caviar Medium,Chanel,7445.0,Excellent,,162.5,Neutral,Leather,Neutral,Leather,['No Accessories']
Gucci Zip Pocket Backpack GG Coated Canvas Small,Gucci,1385.0,Very Good,,517.5,Brown,Canvas (Coated),Brown,Microfiber,['No accessories']
Louis Vuitton Neverfull NM Tote Damier MM,Louis Vuitton,1690.0,Great,,929.5,Brown,Canvas (Coated),Red,Fabric,['Pochette']
Gucci Dionysus Bag GG Coated Canvas Super Mini,Gucci,1050.0,Excellent,,39.0,Brown,"Canvas (Coated), Suede",Neutral,Microfiber,"['Dust bag', 'Detachable Strap']"
Christian Dior Vintage Saddle Bag Leather Medium,Christian Dior,2385.0,Very Good,,288.0,Yellow,Leather,Brown,Fabric,['No accessories']
Gucci GG Marmont Flap Bag Matelasse Velvet Mini,Gucci,1820.0,Excellent,,127.5,Purple,Velvet,Pink,Satin,['Dust bag']
Gucci Soho Chain Crossbody Bag Leather Medium,Gucci,1245.0,Very Good,,120.0,Neutral,Leather,Neutral,Fabric,['Tassel']
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,5030.0,Very Good,5800.0,135.0,Neutral,Leather,Neutral,Leather,['No accessories']
Saint Laurent Becky Double Zip Crossbody Pouch Quilted Leather Mini,Saint Laurent,1500.0,Great,,63.0,Neutral,Leather,Black,Fabric,['Dust bag']
Chanel Vintage Diana Flap Bag Quilted Lambskin Medium,Chanel,4600.0,Very Good,,185.25,Black,Leather,Red,Leather,['Authenticity card']
Gucci Lady Web Shoulder Bag GG Canvas Medium,Gucci,1935.0,Very Good,,216.0,Brown,"Canvas (Plain), Leather",Neutral,Fabric,['Detachable Strap']
Gucci Piston Lock Jackie Hobo GG Canvas Medium,Gucci,490.0,Good,,178.125,"Brown, Neutral","Canvas Plain, Leather",Brown,Fabric,['No accessories']
Saint Laurent LouLou Shoulder Bag Matelasse Chevron Leather Toy,Saint Laurent,1495.0,Great,,123.75,Black,Leather,Black,Fabric,"['Dust bag', 'Detachable Strap']"
Saint Laurent Sunset Chain Wallet Crocodile Embossed Leather,Saint Laurent,1845.0,Very Good,,43.875,Black,Leather,Black,Leather,['No accessories']
Louis Vuitton Pochette Accessoires Limited Edition Vivienne Xmas Damier Mini,Louis Vuitton,940.0,Excellent,,24.0,"Brown, Print",Canvas Coated,Pink,Fabric,"['Dust bag', 'Box']"
Gucci Dionysus Bag GG Velvet Super Mini,Gucci,995.0,Very Good,,39.0,"Black, Red","Velvet, Patent Leather",Neutral,Microfiber,['Detachable Strap']
Chanel Classic Double Flap Bag Quilted Caviar Jumbo,Chanel,8050.0,Great,,315.0,Black,Leather,Red,Leather,"['Authenticity card', 'Dust bag']"
Chanel Filigree Vanity Case Quilted Caviar with Striped Leather Small,Chanel,4985.0,Excellent,,97.5,Blue,Leather,Blue,Leather,"['Clochette', 'Keys', 'Lock', 'Authenticity card']"
Chanel Petite Timeless Tote Quilted Caviar,Chanel,2650.0,Very Good,,453.75,Black,Leather,Black,Fabric,['No accessories']
Fendi Baguette NM Bag Leather Mini,Fendi,1815.0,Very Good,,80.0,Pink,Leather,Pink,Leather,"['Dust bag', 'Extra Strap', 'Detachable Strap']"
Fendi Kan U Shoulder Bag Leather Small,Fendi,1705.0,Great,2190.0,141.375,Brown,Leather,Black,Leather,['Dust bag']
Prada Canapa Convertible Tote Canvas Mini,Prada,790.0,Very Good,950.0,462.0,Black,Canvas (Plain),"Black, White",Fabric,"['Dust bag', 'Detachable Strap']"
Louis Vuitton Speedy Bandouliere Bag Limited Edition Escale Monogram Giant 30,Louis Vuitton,3165.0,Great,,714.0,"Blue, Green, Pink, Multicolor",Canvas Coated,"Blue, Print",Fabric,"['Clochette', 'Keys', 'Lock', 'Dust bag', 'Detachable Strap']"
Louis Vuitton Wight Handbag Damier with Leather,Louis Vuitton,1755.0,Great,2300.0,157.5,"Brown, Pink","Canvas (Coated), Leather",Pink,Microfiber,['Dust bag']
Louis Vuitton Josh Backpack Damier Graphite,,,,,,,,,,[]
Louis Vuitton Multi Pochette Accessoires Monogram Canvas,Louis Vuitton,2795.0,Great,,90.0,Brown,Canvas Coated,Brown,Fabric,"['Extra Bag', 'Extra Strap', 'Pochette', 'Dust bag', 'Detachable Strap']"
Chanel Vintage Timeless Boston Bag Caviar Large,,,,,,,,,,[]
Celine Horizontal Cabas Tote Canvas with Leather,Celine,1675.0,Very Good,1850.0,1188.0,Neutral,Canvas Plain,Neutral,Canvas Plain,"['Clochette', 'Keys', 'Lock', 'Dust bag']"
Alexander Wang Rocco Satchel Leather,Alexander Wang,295.0,Good,875.0,1154.25,Red,Leather,Black,Fabric,['Detachable Strap']
Louis Vuitton Vintage Sac d'Epaule Handbag Epi Leather PM,Louis Vuitton,560.0,Very Good,1630.0,661.5,Red,Leather,Red,Microfiber,['No accessories']
Fendi Logo Roll Tote Shearling and Leather Small,Fendi,995.0,Great,1360.0,627.0,Black,"Fur, Leather",Black,Fabric,['Clochette']
Christian Dior Roller Shoulder Bag Leather,Christian Dior,1195.0,Great,1400.0,200.0,Orange,Leather,Black,Fabric,['Detachable Strap']
Louis Vuitton Vintage Alma Handbag Epi Leather PM,Louis Vuitton,575.0,Very Good,2120.0,741.0,Red,Leather,Red,Microfiber,"['Keys missing', 'Lock missing']"
Chanel Vintage Vanity Case Quilted Leather Small,Chanel,2420.0,Very Good,,315.0,Black,Leather,Black,Leather,"['Authenticity card', 'Detachable Strap']"
Louis Vuitton Soufflot Tote Monogram Canvas with Leather BB,Louis Vuitton,3095.0,Excellent,,402.5,Brown,"Canvas Coated, Leather",Black,Microfiber,"['Luggage Tag', 'Dust bag', 'Detachable Strap']"
Chanel CC Day Camera Case Quilted Caviar Medium,Chanel,3165.0,Excellent,3500.0,90.0,Pink,Leather,Pink,Fabric,"['Box', 'Dust bag', 'Authenticity card']"
Prada Pleated Shoulder Bag Tessuto Medium,Prada,525.0,Great,,409.5,Black,Nylon,Black,Fabric,['Luggage Tag missing']
Gucci Pearly Padlock Shoulder Bag Studded Leather Small,Gucci,1420.0,Excellent,2490.0,120.0,Pink,Leather,Neutral,Microfiber,"['Clochette', 'Keys']"
Bottega Veneta Buckle Flap Shoulder Bag Intrecciato Fabric,Bottega Veneta,530.0,Excellent,2085.0,302.5,Brown,Fabric,Brown,Silk,['No accessories']
Chloe Aby Lock Bag Crocodile Embossed Leather Small,Chloe,1010.0,Excellent,1790.0,97.5,Blue,Leather,Neutral,Fabric,['Dust bag']
Chanel Feather Weight Bowling Bag Quilted Calfskin Large,Chanel,2440.0,Very Good,3700.0,882.0,Black,Leather,Black,Fabric,"['Dust bag', 'Authenticity card']"
Christian Dior C'est Chain Flap Bag Printed Pony Hair Mini,Christian Dior,1545.0,Excellent,2620.0,81.25,"Brown, Print",Pony Hair,Brown,Suede,['Dust bag']
Chanel Vintage Chocolate Bar Mademoiselle Chain Flap Bag Quilted Leather Medium,Chanel,1835.0,Very Good,,175.0,Black,Leather,Black,Leather,['No accessories']
Chanel Vintage Classic Double Flap Bag Quilted Lambskin Small,Chanel,4350.0,Fair,5800.0,123.75,Neutral,Leather,Neutral,Leather,['Dust bag']
Louis Vuitton Felicie Pochette Monogram Canvas,Louis Vuitton,1750.0,Excellent,,40.0,Brown,Canvas (Coated),Purple,Fabric,"['Insert', 'Pochette', 'Detachable Strap']"
Chanel Vintage CC Chain Full Flap Bag Quilted Leather Small,Chanel,1620.0,Good,,157.5,Red,Leather,Red,Leather,['Dust bag']
Christian Dior Saddle Handbag Leather Medium,Christian Dior,3725.0,Excellent,,144.0,Red,Leather,Black,Fabric,['No Accessories']
Chanel Neo Executive Tote Grained Calfskin Mini,Chanel,3630.0,Very Good,,208.25,Gray,Leather,Gray,Fabric,['Detachable Strap']
Chanel Classic Single Flap Bag Quilted Caviar Mini,Chanel,5815.0,Great,,100.0,Red,Leather,Red,Leather,"['Dust bag', 'Authenticity card', 'Box']"
Saint Laurent Vinyle Round Camera Bag Matelasse Chevron Leather,Saint Laurent,1500.0,Great,,84.5,Black,Leather,Black,Fabric,['No accessories']
